AD_Org_ID[Name],Value,Name,Description,C_Activity_ID[Value],IsActive
"Maracaibo Country Club",128,COREOGRAFO,,,Y
"Maracaibo Country Club",129,CORREDOR DE COMERCIO,,,Y
"Maracaibo Country Club",130,CORRESPONSAL,,,Y
"Maracaibo Country Club",131,CORTADOR DE SASTRERIA,,,Y
"Maracaibo Country Club",132,CORTADOR DE ZAPATERIA,,,Y
"Maracaibo Country Club",133,COSMETISTA,,,Y
"Maracaibo Country Club",134,COSTURERO,,,Y
"Maracaibo Country Club",135,CRIADOR,,,Y
"Maracaibo Country Club",136,CRIADOR DE CABALLOS,,,Y
"Maracaibo Country Club",137,CRIPTOLOGO,,,Y
"Maracaibo Country Club",138,CURTIDOR,,,Y
"Maracaibo Country Club",139,DACTILOSCOPISTA,,,Y
"Maracaibo Country Club",140,DECLAMADOR,,,Y
"Maracaibo Country Club",141,DECORADOR,,,Y
"Maracaibo Country Club",142,DEMOST. HOGAR CAMPESINO,,,Y
"Maracaibo Country Club",143,DENTISTA,,,Y
"Maracaibo Country Club",144,DEPENDIENTE,,,Y
"Maracaibo Country Club",145,DEPORTISTA PROFESIONAL,,,Y
"Maracaibo Country Club",146,DESPACHADOR,,,Y
"Maracaibo Country Club",147,DETECTIVE,,,Y
"Maracaibo Country Club",148,DIBUJANTE,,,Y
"Maracaibo Country Club",149,DIETISTA,,,Y
"Maracaibo Country Club",150,DIPLOMATICO,,,Y
"Maracaibo Country Club",151,DIRECTOR,,,Y
"Maracaibo Country Club",152,DISE?ADOR,,,Y
"Maracaibo Country Club",153,DISE?ADOR GRAFICO,,,Y
"Maracaibo Country Club",154,DOCENTE,,,Y
"Maracaibo Country Club",155,DOMADOR,,,Y
"Maracaibo Country Club",156,DOMESTICA,,,Y
"Maracaibo Country Club",157,EBANISTA,,,Y
"Maracaibo Country Club",158,ECOLOGO,,,Y
"Maracaibo Country Club",159,ECONOMISTA,,,Y
"Maracaibo Country Club",160,ECONOMO,,,Y
"Maracaibo Country Club",161,EDAFOLOGO,,,Y
"Maracaibo Country Club",162,EDITOR,,,Y
"Maracaibo Country Club",163,EJECUTIVO,,,Y
"Maracaibo Country Club",164,ELECTRICISTA,,,Y
"Maracaibo Country Club",165,ELECTROMECANICO,,,Y
"Maracaibo Country Club",166,EMATOLOGO,,,Y
"Maracaibo Country Club",167,EMBALADOR,,,Y
"Maracaibo Country Club",168,EMBALSADOR,,,Y
"Maracaibo Country Club",169,EMPAQUETADOR,,,Y
"Maracaibo Country Club",170,EMPLEADO,,,Y
"Maracaibo Country Club",171,EMPLEADO CIA.ELECTRICA,,,Y
"Maracaibo Country Club",172,EMPLEADO DE BANCO,,,Y
"Maracaibo Country Club",173,EMPLEADO DE COMERCIO,,,Y
"Maracaibo Country Club",174,EMPLEADO DE INDUSTRIA,,,Y
"Maracaibo Country Club",175,EMPLEADO GOBIERNO EXTRANJERO,,,Y
"Maracaibo Country Club",176,EMPLEADO PUBLICO,,,Y
"Maracaibo Country Club",177,EMPLEADO PUBLICO ESTANDAL,,,Y
"Maracaibo Country Club",178,EMPLEADO PUBLICO FEDERAL,,,Y
"Maracaibo Country Club",179,EMPLEADO PUBLICO MUNICIPAL,,,Y
"Maracaibo Country Club",180,EMPLEADO SERVICIOS DE AGUA,,,Y
"Maracaibo Country Club",181,EMPRESARIO,,,Y
"Maracaibo Country Club",182,EMPRESARIO TEATRAL,,,Y
"Maracaibo Country Club",183,ENCARGADO,,,Y
"Maracaibo Country Club",184,ENCUADERNADOR,,,Y
"Maracaibo Country Club",185,ENFERMERO,,,Y
"Maracaibo Country Club",186,ENGRASADOR,,,Y
"Maracaibo Country Club",187,ENLATADOR,,,Y
"Maracaibo Country Club",188,ENTOMOLOGO,,,Y
"Maracaibo Country Club",189,ENTRENADOR,,,Y
"Maracaibo Country Club",190,EQUIPAJERO,,,Y
"Maracaibo Country Club",191,ESCRITOR,,,Y
"Maracaibo Country Club",192,ESCULTOR,,,Y
"Maracaibo Country Club",193,ESQUILADOR,,,Y
"Maracaibo Country Club",194,ESTADISTA,,,Y
"Maracaibo Country Club",195,ESTADISTICO,,,Y
"Maracaibo Country Club",196,ESTEREOTIPISTA,,,Y
"Maracaibo Country Club",197,ESTIBADOR,,,Y
"Maracaibo Country Club",198,ESTUCADOR,,,Y
"Maracaibo Country Club",199,ESTUDIANTE,,,Y
"Maracaibo Country Club",200,ETNOLOGO,,,Y
"Maracaibo Country Club",201,EXPLORADOR,,,Y
"Maracaibo Country Club",202,EXPORTADOR,,,Y
"Maracaibo Country Club",203,FABRICADOR,,,Y
"Maracaibo Country Club",204,FARMACEUTA,,,Y
"Maracaibo Country Club",205,FERROCARRILERO,,,Y
"Maracaibo Country Club",206,FILOLOGO,,,Y
"Maracaibo Country Club",207,FILOSOFO,,,Y
"Maracaibo Country Club",208,FINANCISTA,,,Y
"Maracaibo Country Club",209,FISCAL,,,Y
"Maracaibo Country Club",210,FISCAL DE TRANSITO,,,Y
"Maracaibo Country Club",211,FISICO,,,Y
"Maracaibo Country Club",212,FISIOLOGO,,,Y
"Maracaibo Country Club",213,FISIOTERAPISTA,,,Y
"Maracaibo Country Club",214,FITOPATOLOGO,,,Y
"Maracaibo Country Club",215,FLORICULTOR,,,Y
"Maracaibo Country Club",216,FLORISTA,,,Y
"Maracaibo Country Club",217,FOGONERO,,,Y
"Maracaibo Country Club",218,FORJADOR,,,Y
"Maracaibo Country Club",219,FOTOGRABADOR,,,Y
"Maracaibo Country Club",220,FOTOGRAFO,,,Y
"Maracaibo Country Club",221,FOTOGRAMETRISTA,,,Y
"Maracaibo Country Club",222,FRESADOR,,,Y
"Maracaibo Country Club",223,FRUTICULTOR,,,Y
"Maracaibo Country Club",224,FUNDIDOR,,,Y
"Maracaibo Country Club",225,FUTBOLISTA,,,Y
"Maracaibo Country Club",226,GALLETERO,,,Y
"Maracaibo Country Club",227,GANADERO,,,Y
"Maracaibo Country Club",228,GENETISTA,,,Y
"Maracaibo Country Club",229,GEOFISICO,,,Y
"Maracaibo Country Club",230,GEOGNOSTA,,,Y
"Maracaibo Country Club",231,GEOGRAFO,,,Y
"Maracaibo Country Club",232,GEOLOGO,,,Y
"Maracaibo Country Club",233,GEOMETRA,,,Y
"Maracaibo Country Club",234,GERENTE,,,Y
"Maracaibo Country Club",235,GERENTE BIENES RAICES,,,Y
"Maracaibo Country Club",236,GERENTE DE BANCO,,,Y
"Maracaibo Country Club",237,GERENTE DE COMERCIO,,,Y
"Maracaibo Country Club",238,GERENTE PETROLERO,,,Y
"Maracaibo Country Club",239,GRADADOR,,,Y
"Maracaibo Country Club",240,GRAMITERO,,,Y
"Maracaibo Country Club",241,GUARDA ALMACEN,,,Y
"Maracaibo Country Club",242,GUARDA BOSQUE,,,Y
"Maracaibo Country Club",243,GUARDIA FORESTAL,,,Y
"Maracaibo Country Club",244,GUARDIA NACIONAL,,,Y
"Maracaibo Country Club",245,GUARDIA O VIGILANTE,,,Y
"Maracaibo Country Club",246,GUARMECEDOR,,,Y
"Maracaibo Country Club",247,HELADERO,,,Y
"Maracaibo Country Club",248,HELIOGRAFISTA,,,Y
"Maracaibo Country Club",249,HERRERO,,,Y
"Maracaibo Country Club",250,HIDROGRAFO,,,Y
"Maracaibo Country Club",251,HIDROLOGO,,,Y
"Maracaibo Country Club",252,HIGIENE DE SEGURIDAD SOCIAL,,,Y
"Maracaibo Country Club",253,HIGIENISTA,,,Y
"Maracaibo Country Club",254,HOGAR,,,Y
"Maracaibo Country Club",255,HORMERO,,,Y
"Maracaibo Country Club",256,HORNERO,,,Y
"Maracaibo Country Club",257,HORTICULTOR,,,Y
"Maracaibo Country Club",258,HOTELERO,,,Y
"Maracaibo Country Club",259,ICTIOLOGO,,,Y
"Maracaibo Country Club",260,IMPORTADOR,,,Y
"Maracaibo Country Club",261,IMPRESOR,,,Y
"Maracaibo Country Club",262,INDUSTRIAL,,,Y
"Maracaibo Country Club",263,INGENIERO,,,Y
"Maracaibo Country Club",264,INGENIERO CIVIL,,,Y
"Maracaibo Country Club",265,INGENIERO ELECTRICO,,,Y
"Maracaibo Country Club",266,INGENIERO EN MINAS,,,Y
"Maracaibo Country Club",267,INGENIERO HIDRAULICO,,,Y
"Maracaibo Country Club",268,INGENIERO MECANICO,,,Y
"Maracaibo Country Club",269,INGENIERO MILITAR,,,Y
"Maracaibo Country Club",270,INGENIERO NAVAL,,,Y
"Maracaibo Country Club",271,INGENIERO PETROLERO,,,Y
"Maracaibo Country Club",272,INSPECTOR,,,Y
"Maracaibo Country Club",273,INSPECTOR DE SANIDAD,,,Y
"Maracaibo Country Club",274,INSPECTOR DE TRANSITO,,,Y
"Maracaibo Country Club",275,INSPECTOR TRAFICO AEREO,,,Y
"Maracaibo Country Club",276,INSTALADOR,,,Y
"Maracaibo Country Club",277,INSTITUTOR,,,Y
"Maracaibo Country Club",278,INSTITUTRIZ,,,Y
"Maracaibo Country Club",279,INSTRUCTOR,,,Y
"Maracaibo Country Club",280,INSTRUMENTISTA,,,Y
"Maracaibo Country Club",281,JABONERO,,,Y
"Maracaibo Country Club",282,JARDINERO,,,Y
"Maracaibo Country Club",283,JEFE,,,Y
"Maracaibo Country Club",284,JEFE DE AEROPUERTO,,,Y
"Maracaibo Country Club",285,JEFE DE TRANSPORTE,,,Y
"Maracaibo Country Club",286,JOCKEY,,,Y
"Maracaibo Country Club",287,JORNALERO,,,Y
"Maracaibo Country Club",288,JORNALISTA,,,Y
"Maracaibo Country Club",289,JOYERO,,,Y
"Maracaibo Country Club",290,JUBILADO,,,Y
"Maracaibo Country Club",291,LABORATORISTA,,,Y
"Maracaibo Country Club",292,LABORATORISTA FOTOGRAFICO,,,Y
"Maracaibo Country Club",293,LABRADOR,,,Y
"Maracaibo Country Club",294,LAMINADOR,,,Y
"Maracaibo Country Club",295,LATONERO,,,Y
"Maracaibo Country Club",296,LAVANDERA,,,Y
"Maracaibo Country Club",297,LICENCIADO,,,Y
"Maracaibo Country Club",298,LICORERO,,,Y
"Maracaibo Country Club",299,LIMPIABOTAS,,,Y
"Maracaibo Country Club",300,LINIERO,,,Y
"Maracaibo Country Club",301,LINOTIPISTA,,,Y
"Maracaibo Country Club",302,LITOGRAFO,,,Y
"Maracaibo Country Club",303,LOCUTOR,,,Y
"Maracaibo Country Club",304,LUCHADOR,,,Y
"Maracaibo Country Club",305,LUNCHERO,,,Y
"Maracaibo Country Club",306,MAESTRO,,,Y
"Maracaibo Country Club",307,MAESTRO DE ESCUELA,,,Y
"Maracaibo Country Club",308,MAESTRO DE OBRA,,,Y
"Maracaibo Country Club",309,MALARIOLOGO,,,Y
"Maracaibo Country Club",310,MANICURISTA,,,Y
"Maracaibo Country Club",311,MANIPULADOR DE ALIMENTOS,,,Y
"Maracaibo Country Club",312,MANTENIMIENTO,,,Y
"Maracaibo Country Club",313,MANUALISTA,,,Y
"Maracaibo Country Club",314,MAQUINISTA,,,Y
"Maracaibo Country Club",315,MAQUINISTA FERROCARRILES,,,Y
"Maracaibo Country Club",316,MAQUINISTA NAVAL,,,Y
"Maracaibo Country Club",317,MARINO,,,Y
"Maracaibo Country Club",318,MARINO DE GUERRA,,,Y
"Maracaibo Country Club",319,MARINO MERCANTE,,,Y
"Maracaibo Country Club",320,MARMOLISTA,,,Y
"Maracaibo Country Club",321,MASAJISTA,,,Y
"Maracaibo Country Club",322,MATARIFE,,,Y
"Maracaibo Country Club",323,MAYORDOMO,,,Y
"Maracaibo Country Club",324,MAYORDOMO DE BARCO,,,Y
"Maracaibo Country Club",325,MEC. MERCANTE O NAVAL,,,Y
"Maracaibo Country Club",326,MECANICO,,,Y
"Maracaibo Country Club",328,MECANICO DE AUTOMOVIL,,,Y
"Maracaibo Country Club",329,MECANICO DE AVIACION,,,Y
"Maracaibo Country Club",330,MECANICO PERFORADOR,,,Y
"Maracaibo Country Club",331,MECANOGRAFO,,,Y
"Maracaibo Country Club",332,MEDICO,,,Y
"Maracaibo Country Club",333,MEDICO CIRUJANO,,,Y
"Maracaibo Country Club",334,MEDICO VETERINARIO,,,Y
"Maracaibo Country Club",335,MENSAJERO,,,Y
"Maracaibo Country Club",336,MESONERO,,,Y
"Maracaibo Country Club",337,METALURGICO,,,Y
"Maracaibo Country Club",338,MILITAR,,,Y
"Maracaibo Country Club",339,MINERO,,,Y
"Maracaibo Country Club",340,MODELISTA,,,Y
"Maracaibo Country Club",341,MODELO,,,Y
"Maracaibo Country Club",342,MODISTA,,,Y
"Maracaibo Country Club",343,MOLINERO,,,Y
"Maracaibo Country Club",344,MONTADOR,,,Y
"Maracaibo Country Club",345,MOSAIQUERO,,,Y
"Maracaibo Country Club",346,MOTOCICLISTA,,,Y
"Maracaibo Country Club",347,MOTORISTA,,,Y
"Maracaibo Country Club",348,MOTORIZADO,,,Y
"Maracaibo Country Club",349,MUSICO,,,Y
"Maracaibo Country Club",350,NIQUELADOR,,,Y
"Maracaibo Country Club",351,NO CALIFICADO,,,Y
"Maracaibo Country Club",352,NO ESPECIFICADO,,,Y
"Maracaibo Country Club",353,NORMALISTA,,,Y
"Maracaibo Country Club",354,OBRERO,,,Y
"Maracaibo Country Club",355,OBRERO AGRICOLA,,,Y
"Maracaibo Country Club",356,OBRERO AVICOLA,,,Y
"Maracaibo Country Club",357,OBSERVADOR DE AEROPUERTO,,,Y
"Maracaibo Country Club",358,OCULISTA,,,Y
"Maracaibo Country Club",359,ODONTOLOGO,,,Y
"Maracaibo Country Club",360,OFICIAL DE POLICIA,,,Y
"Maracaibo Country Club",361,OFICIAL DE SEGURIDAD,,,Y
"Maracaibo Country Club",362,OFICINISTA,,,Y
"Maracaibo Country Club",363,OPER. TORRE AEROPUERTO,,,Y
"Maracaibo Country Club",364,OPERADOR,,,Y
"Maracaibo Country Club",365,OPERADOR DE CINE,,,Y
"Maracaibo Country Club",366,OPERADOR DE MAQ. CONTAB.,,,Y
"Maracaibo Country Club",367,OPERADOR PETROLERO,,,Y
"Maracaibo Country Club",368,OPIOMETRISTA,,,Y
"Maracaibo Country Club",369,OPTOMETRISTA,,,Y
"Maracaibo Country Club",370,ORNAMENTISTA,,,Y
"Maracaibo Country Club",371,ORTOPEDISTA,,,Y
"Maracaibo Country Club",372,OSTRICULTOR,,,Y
"Maracaibo Country Club",373,PALAFRENERO,,,Y
"Maracaibo Country Club",374,PALEOGRAFO,,,Y
"Maracaibo Country Club",375,PALEONTOLOGO,,,Y
"Maracaibo Country Club",376,PANADERO,,,Y
"Maracaibo Country Club",377,PARAMEDICO,,,Y
"Maracaibo Country Club",378,PASANTE,,,Y
"Maracaibo Country Club",379,PASANTE - INCE,,,Y
"Maracaibo Country Club",380,PASTELERO,,,Y
"Maracaibo Country Club",381,PATOLOGO,,,Y
"Maracaibo Country Club",382,PEDAGOGO,,,Y
"Maracaibo Country Club",383,PELETERO,,,Y
"Maracaibo Country Club",384,PELOTERO,,,Y
"Maracaibo Country Club",385,PELUQUERO,,,Y
"Maracaibo Country Club",386,PERFORADOR,,,Y
"Maracaibo Country Club",387,PERFORADOR DE POZOS,,,Y
"Maracaibo Country Club",388,PERFORADOR IBM,,,Y
"Maracaibo Country Club",389,PERFORADOR POZO PETROLERO,,,Y
"Maracaibo Country Club",390,PERFUMISTA,,,Y
"Maracaibo Country Club",391,PERIODISTA,,,Y
"Maracaibo Country Club",392,PERITO,,,Y
"Maracaibo Country Club",393,PERITO AGRONOMO,,,Y
"Maracaibo Country Club",394,PERITO AGROPECUARIO,,,Y
"Maracaibo Country Club",395,PERITO MERCANTIL,,,Y
"Maracaibo Country Club",396,PESCADOR,,,Y
"Maracaibo Country Club",397,PETROLERO,,,Y
"Maracaibo Country Club",398,PICADOR,,,Y
"Maracaibo Country Club",399,PILOTO AVIADOR,,,Y
"Maracaibo Country Club",400,PINTOR,,,Y
"Maracaibo Country Club",401,PIROTECNICO,,,Y
"Maracaibo Country Club",402,PIZZERO,,,Y
"Maracaibo Country Club",403,PLOMERO,,,Y
"Maracaibo Country Club",404,PORTERO,,,Y
"Maracaibo Country Club",405,PRACTICANTE,,,Y
"Maracaibo Country Club",406,PRENSISTA,,,Y
"Maracaibo Country Club",407,PRESIDENTE,,,Y
"Maracaibo Country Club",408,PRODUCTOR DE CINE,,,Y
"Maracaibo Country Club",409,PROF.  EDUC. FISICA,,,Y
"Maracaibo Country Club",410,PROF. DE EDUCACION,,,Y
"Maracaibo Country Club",411,PROF. DE MATEMATICA,,,Y
"Maracaibo Country Club",412,PROF. DE SORDOMUDOS,,,Y
"Maracaibo Country Club",413,PROF. MANUALIDADES,,,Y
"Maracaibo Country Club",414,PROF. TECN. POLICIAL,,,Y
"Maracaibo Country Club",415,PROFESOR,,,Y
"Maracaibo Country Club",416,PROFESOR DE BAILE,,,Y
"Maracaibo Country Club",417,PROFESOR DE CANTO,,,Y
"Maracaibo Country Club",418,PROFESOR DE CIENCIAS,,,Y
"Maracaibo Country Club",419,PROFESOR DE CORTE,,,Y
"Maracaibo Country Club",420,PROFESOR DE IDIOMAS,,,Y
"Maracaibo Country Club",421,PROFESOR DE MUSICA,,,Y
"Maracaibo Country Club",422,PROGRAMADOR,,,Y
"Maracaibo Country Club",423,PROMOTORA,,,Y
"Maracaibo Country Club",424,PROYECTISTA,,,Y
"Maracaibo Country Club",425,PSICOLOGO,,,Y
"Maracaibo Country Club",426,PUBLICISTA,,,Y
"Maracaibo Country Club",427,PUERICULTOR,,,Y
"Maracaibo Country Club",428,PULIDOR,,,Y
"Maracaibo Country Club",429,QUIMICO,,,Y
"Maracaibo Country Club",430,QUIMICO INDUSTRIAL,,,Y
"Maracaibo Country Club",431,QUIROPEDISTA,,,Y
"Maracaibo Country Club",432,RADIO OPERADOR,,,Y
"Maracaibo Country Club",433,RADIOESTESISTA,,,Y
"Maracaibo Country Club",434,RADIOLOGO,,,Y
"Maracaibo Country Club",435,RADIOTELEFRAFISTA,,,Y
"Maracaibo Country Club",436,RECEPCIONISTA,,,Y
"Maracaibo Country Club",437,REENCAUCHADOR,,,Y
"Maracaibo Country Club",438,REFINADOR,,,Y
"Maracaibo Country Club",439,REFINADOR DE PETROLEO,,,Y
"Maracaibo Country Club",440,RELIGIOSO,,,Y
"Maracaibo Country Club",441,RELOJERO,,,Y
"Maracaibo Country Club",442,RENTISTA,,,Y
"Maracaibo Country Club",443,REPARTIDOR,,,Y
"Maracaibo Country Club",444,REPORTERO,,,Y
"Maracaibo Country Club",445,REPOSIERO,,,Y
"Maracaibo Country Club",446,REPRESENTANTE COMERCIAL,,,Y
"Maracaibo Country Club",447,REPRESENTANTES DE VENTAS,,,Y
"Maracaibo Country Club",448,RETOCADOR,,,Y
"Maracaibo Country Club",449,RETOCADOR DE FOTOGRAFIA,,,Y
"Maracaibo Country Club",450,REVISOR,,,Y
"Maracaibo Country Club",451,SACERDOTE,,,Y
"Maracaibo Country Club",452,SASTRE,,,Y
"Maracaibo Country Club",453,SECRETARIO,,,Y
"Maracaibo Country Club",454,SEGURIDAD,,,Y
"Maracaibo Country Club",455,SERICURTOR,,,Y
"Maracaibo Country Club",456,SIN OFICIO,,,Y
"Maracaibo Country Club",457,SIN PROFESION,,,Y
"Maracaibo Country Club",458,SISMOGRAFISTA,,,Y
"Maracaibo Country Club",459,SISMOLOGO,,,Y
"Maracaibo Country Club",460,SOCIOLOGO,,,Y
"Maracaibo Country Club",461,SOLDADOR,,,Y
"Maracaibo Country Club",462,SOMBRERERO,,,Y
"Maracaibo Country Club",463,SOPLADOR DE VIDRIO,,,Y
"Maracaibo Country Club",465,SUB-DIRECTOR,,,Y
"Maracaibo Country Club",466,SUPERINT. COMERCIAL,,,Y
"Maracaibo Country Club",467,SUPERINT. CONSTRUSCCION,,,Y
"Maracaibo Country Club",468,SUPERINT. DE AVIACION,,,Y
"Maracaibo Country Club",469,SUPERINT. DE LA MARINA,,,Y
"Maracaibo Country Club",470,SUPERVISOR,,,Y
"Maracaibo Country Club",471,TABAQUERO,,,Y
"Maracaibo Country Club",472,TALABARTERO,,,Y
"Maracaibo Country Club",473,TALLADOR DE GEMAS,,,Y
"Maracaibo Country Club",474,TALLISTA,,,Y
"Maracaibo Country Club",475,TAPICERO,,,Y
"Maracaibo Country Club",476,TAQUIGRAFO,,,Y
"Maracaibo Country Club",477,TAQUIMECANOGRAFO,,,Y
"Maracaibo Country Club",478,TAXIDERMISTA,,,Y
"Maracaibo Country Club",479,TAXISTA,,,Y
"Maracaibo Country Club",480,TEC. AIRE ACONDICIONADO,,,Y
"Maracaibo Country Club",481,TEC. CONFECC. DE MODA,,,Y
"Maracaibo Country Club",482,TEC. PASTAS ALIMENTACIAS,,,Y
