AD_Org_ID[Name],AD_Package_Exp_ID[Name],Line,Type,AD_EntityType_ID[EntityType],AD_Menu_ID[Name],FileName,File_Directory,Target_Directory,Destination_FileName,Destination_Directory,AD_Table_ID[Name],DBType,SQLStatement,AD_Package_Code_Old,AD_Package_Code_New,AD_Form_ID[Name],AD_Process_ID[Value],AD_Workflow_ID[Value],AD_Window_ID[Name],AD_Role_ID[Name],AD_ReportView_ID[Name],AD_ImpFormat_ID[Name],AD_Val_Rule_ID[Name],AD_Message_ID[Value],AD_PrintFormat_ID[Name],ReleaseNo,Description,AD_Reference_ID[Name],AD_ModelValidator_ID[Name],AD_InfoWindow_ID[Name],ExecCode
*,AMERPSOFT Personnel and Payroll R11 C_DocType,6140,D,,,,,,,,ToolBar Button,ALL,"SELECT 	* FROM 	AD_ToolBarButton WHERE 	AD_ToolBarButton_ID IN (1000082,1000083)",,,,,,,,,,,,,,Toolbar button for processes on Personnel and Payroll Invoice Payable Documents an Personnel and Payroll Invoice Receivable Documents,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,8010,P,,,,,,,,,ALL,,,,,AmperRepPayrollPOReceipts,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,8020,P,,,,,,,,,ALL,,,,,AmperRepPayrollPOReceiptsToolbar,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,8030,P,,,,,,,,,ALL,,,,,AmperProcPayrollCreateOneDoc,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,8040,P,,,,,,,,,ALL,,,,,AmperProcPayrollProcessPayrollDeferredNN,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,8050,P,,,,,,,,,ALL,,,,,AmperRepPayrollPOReceiptsToolbar,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,8060,P,,,,,,,,,ALL,,,,,AmperRepPayrollPOReceipts,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,8070,P,,,,,,,,,ALL,,,,,AmperRepPayrollPJReceiptsToolbar,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,8080,P,,,,,,,,,ALL,,,,,AmperProcPayrollCreateOneDocLiq,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,8085,P,,,,,,,,,ALL,,,,,AmperRepPayrollPLReceiptsToolbar,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,8090,M,,Amper Payroll Receipts PO Report,,,,,,,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,8100,P,,,,,,,,,ALL,,,,,AmperRepPayrollLoanAll,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,8110,M,,Amper Payroll Loans Report All Employees,,,,,,,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,8120,P,,,,,,,,,ALL,,,,,AmperRepPayrollLoan,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,8130,M,,Amper Payroll Loans Report,,,,,,,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,8200,P,,,,,,,,,ALL,,,,,AmperRepPayrollNNReceiptToolbar,,,,,,,,,,Payroll Recipts Update for Loan Balance,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,8210,P,,,,,,,,,ALL,,,,,AmperRepPayrollNNReceipts,,,,,,,,,,Payroll Recipts Update for Loan Balance,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,9800,D,,,,,,,,Zoom condition,ALL,"SELECT * FROM AD_ZoomCondition WHERE AD_ZoomCondition_UU IN ('23136379-d384-4440-8409-133fe39ad3f7','7d9bc556-5679-492f-a8ce-d426c6298866')",,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,9900,D,,,,,,,,ToolBar Button,ALL,"SELECT 	* FROM 	AD_ToolBarButton WHERE 	AD_ToolBarButton_ID IN 
(1000073, 1000009)",,,,,,,,,,,,,,PJ Receipt,,,,
*,AMERPSOFT Personnel and Payroll R11 C_DocType,10000,D,,,,,,,,Package Exp.,ALL,SELECT * FROM AD_Package_Exp WHERE AD_Package_Exp_UU='076f899a-1daa-4d75-876e-42460b87c9ae';AD_Package_Exp_Detail,,,,,,,,,,,,,,,,,,
